City,Date,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Max Apparent Temp (°C),Min Apparent Temp (°C),Mean Apparent Temp (°C),Sunrise,Sunset,Max Wind Speed (10m) (km/h),Max Wind Gusts (10m) (km/h),Dominant Wind Direction (°),Shortwave Radiation Sum (MJ/m²),PM10,PM2.5,NO,NO2,O3,SO2,CO,NH3,AQI
Islamabad,2024-09-22,33.4,26.3,29.6,38.1,29.9,33.7,2024-09-22T05:56,2024-09-22T18:05,13.1,23.4,114,18.71,131.04500000000002,106.68291666666664,14.616249999999999,65.125,70.10291666666667,15.820416666666668,2164.3241666666668,35.13708333333334,4.875
Islamabad,2024-09-23,34.1,26.7,30.4,38.2,30.5,34.2,2024-09-23T05:57,2024-09-23T18:03,7.9,16.9,111,18.66,140.32416666666666,116.23541666666665,20.8475,89.59458333333333,65.69666666666666,18.124583333333334,2666.6716666666666,37.92375,4.916666666666667
Islamabad,2024-09-24,34.4,26.4,30.5,39.0,30.0,34.3,2024-09-24T05:58,2024-09-24T18:02,11.9,22.7,0,18.23,159.2766666666667,128.44083333333336,29.217499999999998,103.02125,69.43083333333333,25.272083333333338,3202.9558333333334,42.36208333333334,4.916666666666667
Islamabad,2024-09-25,34.2,27.8,30.7,38.3,29.9,34.2,2024-09-25T05:58,2024-09-25T18:01,15.7,28.8,112,17.22,107.35249999999998,85.72291666666666,3.8120833333333337,44.1475,86.55583333333333,14.90625,1421.9283333333333,20.008750000000003,4.708333333333333
Islamabad,2024-09-26,32.0,24.5,28.4,35.8,27.3,31.5,2024-09-26T05:59,2024-09-26T17:59,20.1,37.1,117,14.97,86.37291666666665,76.46833333333332,9.54875,47.01833333333334,77.15249999999999,13.734166666666672,1807.4508333333333,13.183333333333332,4.625
Islamabad,2024-09-27,27.4,22.3,24.3,32.0,24.5,27.7,2024-09-27T06:00,2024-09-27T17:58,16.7,36.0,357,14.02,63.204999999999984,57.412499999999994,3.3612499999999996,47.038750000000014,83.39625000000002,13.923749999999998,1721.7795833333337,9.321666666666667,4.041666666666667
Islamabad,2024-09-28,28.4,20.4,24.6,32.5,21.3,27.3,2024-09-28T06:00,2024-09-28T17:56,21.7,38.2,341,17.6,63.24333333333334,54.17874999999999,15.605416666666665,54.37166666666667,64.30000000000001,12.095416666666667,2075.87125,23.63791666666667,4.0
Islamabad,2024-09-29,28.4,23.0,25.7,31.8,25.5,29.1,2024-09-29T06:01,2024-09-29T17:55,11.2,26.6,345,15.98,97.18875000000001,86.37375000000002,8.223333333333331,54.46458333333334,70.40458333333335,10.771666666666667,2076.1491666666666,17.99458333333333,4.875
Islamabad,2024-09-30,30.2,22.7,26.1,32.8,24.8,28.8,2024-09-30T06:02,2024-09-30T17:54,17.3,33.1,325,18.33,106.24916666666667,89.07833333333333,7.88375,57.146666666666654,73.00708333333333,7.717916666666667,2059.4595833333337,20.275833333333335,4.916666666666667
Islamabad,2024-10-01,31.1,22.8,26.9,34.2,24.2,29.0,2024-10-01T06:03,2024-10-01T17:52,12.0,24.5,333,18.24,168.86124999999998,130.71666666666667,36.09541666666667,129.63333333333335,54.43791666666667,20.18166666666667,4037.9762499999997,39.02833333333333,4.75
Islamabad,2024-10-02,31.3,24.1,28.2,34.4,25.0,30.0,2024-10-02T06:03,2024-10-02T17:51,9.9,18.4,354,18.03,190.3066666666667,142.7229166666667,33.01583333333333,107.90250000000002,64.00458333333334,23.285,3713.9254166666656,34.05041666666667,5.0
Islamabad,2024-10-03,31.4,23.5,27.7,34.6,23.9,29.9,2024-10-03T06:04,2024-10-03T17:50,11.1,18.4,349,17.87,169.80541666666664,128.89583333333334,53.28874999999999,132.90583333333336,46.49916666666666,27.93375,4292.210833333333,44.31416666666666,4.958333333333333
Islamabad,2024-10-04,31.5,24.1,27.1,35.4,26.0,29.4,2024-10-04T06:05,2024-10-04T17:48,11.0,18.7,106,16.08,126.23041666666666,91.09708333333333,46.04833333333334,98.92374999999998,40.92333333333334,21.224583333333335,3507.2570833333325,33.630833333333335,4.666666666666667
Islamabad,2024-10-05,30.6,22.7,25.7,33.9,25.7,28.0,2024-10-05T06:05,2024-10-05T17:47,18.3,33.1,80,13.0,115.01458333333333,89.33458333333334,15.043333333333335,74.98541666666665,55.21375,16.58125,2326.766666666667,27.441666666666674,4.833333333333333
Islamabad,2024-10-06,29.1,18.8,24.1,30.6,20.4,26.0,2024-10-06T06:06,2024-10-06T17:46,11.0,22.0,324,17.11,91.77624999999999,72.60416666666667,9.5,56.681250000000006,49.73541666666667,8.086666666666666,1828.3120833333332,18.688333333333333,4.458333333333333
Islamabad,2024-10-07,29.5,19.9,24.6,30.9,20.2,25.5,2024-10-07T06:07,2024-10-07T17:44,21.5,38.9,323,16.8,138.33375,112.67166666666667,27.195416666666677,77.48125,49.61541666666667,12.400833333333331,2848.306666666667,23.759583333333328,4.791666666666667
Islamabad,2024-10-08,27.3,18.7,22.2,29.3,18.5,23.0,2024-10-08T06:08,2024-10-08T17:43,17.2,33.5,334,13.87,72.20833333333331,55.08166666666668,3.4516666666666667,35.18,76.60583333333334,10.763750000000002,1237.7908333333332,10.713333333333336,3.75
Islamabad,2024-10-09,27.3,17.9,22.3,27.9,18.9,23.2,2024-10-09T06:08,2024-10-09T17:42,13.2,26.3,331,16.73,104.28291666666667,80.1475,21.63333333333333,69.44916666666666,56.25291666666666,11.102916666666665,2325.377083333333,21.567500000000006,4.291666666666667
Islamabad,2024-10-10,27.5,18.6,22.9,27.8,18.0,23.1,2024-10-10T06:09,2024-10-10T17:40,12.4,25.2,328,16.92,155.16333333333333,123.78416666666669,22.87166666666667,92.33624999999999,46.11791666666668,13.793333333333335,2954.0054166666664,28.954583333333336,4.791666666666667
Islamabad,2024-10-11,28.3,19.7,24.0,28.4,19.0,23.8,2024-10-11T06:10,2024-10-11T17:39,14.4,28.4,327,17.25,140.9775,113.05833333333332,18.606666666666666,88.75541666666668,49.24916666666667,13.8925,2699.49375,28.279166666666665,4.75
Islamabad,2024-10-12,28.9,22.9,25.5,29.5,22.6,25.8,2024-10-12T06:11,2024-10-12T17:38,9.4,19.4,298,16.93,132.01291666666668,104.84124999999996,27.68291666666666,115.33874999999999,41.99125000000001,18.342916666666667,3260.5329166666666,40.31458333333333,4.708333333333333
Islamabad,2024-10-13,29.3,22.0,25.6,30.8,22.0,26.6,2024-10-13T06:11,2024-10-13T17:37,10.0,19.4,63,16.51,108.38375,80.66416666666667,29.952083333333334,91.80125000000002,41.08208333333334,19.411666666666665,2864.1612500000006,34.02625,4.583333333333333
Islamabad,2024-10-14,29.0,21.2,25.0,29.4,20.9,25.7,2024-10-14T06:12,2024-10-14T17:35,12.0,23.4,4,15.83,119.13749999999999,90.80375000000002,24.904999999999998,73.57583333333335,47.05875,14.118750000000004,2489.4862500000004,25.718750000000004,4.583333333333333
Islamabad,2024-10-15,29.5,20.2,24.5,29.2,20.5,24.9,2024-10-15T06:13,2024-10-15T17:34,11.4,24.1,335,16.31,120.06083333333333,94.57166666666667,23.978749999999994,85.68874999999998,38.64833333333333,13.017916666666666,2707.004166666667,27.163749999999997,4.458333333333333
Islamabad,2024-10-16,29.9,20.3,25.3,30.7,19.6,25.4,2024-10-16T06:14,2024-10-16T17:33,16.2,31.0,98,16.17,130.63541666666669,96.09166666666665,44.66833333333333,106.17375000000004,35.32541666666666,21.144583333333326,3542.8608333333327,32.26166666666667,4.625
Islamabad,2024-10-17,29.1,21.8,25.0,28.9,22.4,25.4,2024-10-17T06:15,2024-10-17T17:32,12.6,25.9,17,15.79,135.35333333333332,98.14625,40.761250000000004,103.01875000000001,47.71875,20.146666666666665,3370.9599999999996,31.860833333333332,4.666666666666667
Islamabad,2024-10-18,28.8,22.0,25.1,29.0,22.7,25.6,2024-10-18T06:15,2024-10-18T17:31,13.1,23.8,5,15.54,145.0258333333333,111.5225,30.57041666666666,95.49166666666666,39.99458333333333,17.491666666666664,3141.482083333333,26.366250000000004,4.833333333333333
Islamabad,2024-10-19,29.3,19.5,25.1,29.4,18.7,25.1,2024-10-19T06:16,2024-10-19T17:29,11.3,24.8,320,15.75,129.73624999999996,103.08083333333332,14.282499999999997,89.44875,41.579166666666666,13.873333333333335,2600.7491666666665,31.150833333333328,4.791666666666667
Islamabad,2024-10-20,29.8,20.9,25.4,31.1,19.7,25.8,2024-10-20T06:17,2024-10-20T17:28,19.7,36.0,117,14.86,129.36041666666668,100.38041666666669,32.53375,110.39208333333333,40.64791666666667,22.967916666666667,3278.0562499999996,37.483333333333334,4.458333333333333
Islamabad,2024-10-21,28.5,22.8,25.6,29.4,24.2,26.9,2024-10-21T06:18,2024-10-21T17:27,10.1,22.3,299,14.62,155.85208333333335,117.27875,45.77,96.88833333333334,31.612083333333334,22.485833333333332,3427.1479166666663,41.72375,4.791666666666667
Islamabad,2024-10-22,28.6,20.5,24.8,30.5,20.6,25.7,2024-10-22T06:19,2024-10-22T17:26,16.4,30.2,347,13.49,142.05833333333334,105.81000000000002,44.42041666666666,86.53958333333333,32.11291666666667,17.499166666666664,3186.8216666666667,31.255416666666672,4.75
Islamabad,2024-10-23,26.5,19.1,22.3,27.2,20.0,23.4,2024-10-23T06:20,2024-10-23T17:25,19.2,35.6,321,12.05,135.0325,101.29291666666666,49.56583333333333,82.7975,27.15125,13.919583333333334,3202.955416666666,27.569999999999997,4.625
Islamabad,2024-10-24,26.4,18.0,22.2,26.4,17.8,22.2,2024-10-24T06:20,2024-10-24T17:24,14.7,28.1,331,14.19,90.545,66.63916666666667,7.475833333333333,61.04124999999999,54.53333333333333,8.319999999999999,1776.0199999999998,15.01,4.25
Islamabad,2024-10-25,27.1,17.1,21.9,27.2,16.2,21.6,2024-10-25T06:21,2024-10-25T17:23,14.0,27.4,333,14.94,109.35500000000002,85.42458333333333,15.261249999999999,75.45041666666667,47.16041666666667,8.399166666666666,2361.8145833333333,18.723333333333333,4.375
Islamabad,2024-10-26,28.4,18.7,23.2,27.9,17.7,22.8,2024-10-26T06:22,2024-10-26T17:22,15.3,29.2,338,14.63,103.56208333333332,82.71291666666666,11.687916666666665,85.27833333333335,46.05874999999998,11.649166666666666,2452.7712500000007,27.544166666666666,4.333333333333333
Islamabad,2024-10-27,29.1,19.2,24.5,30.4,18.4,24.8,2024-10-27T06:23,2024-10-27T17:21,14.0,25.2,102,14.04,131.67,101.25083333333333,22.797083333333333,88.30916666666667,47.97125,18.396250000000002,2922.2966666666666,30.209583333333338,4.916666666666667
Islamabad,2024-10-28,28.0,21.0,24.1,29.3,21.5,25.0,2024-10-28T06:24,2024-10-28T17:20,12.6,27.4,88,12.83,114.69250000000001,81.45041666666667,28.382083333333338,68.91666666666666,46.14416666666667,12.233749999999999,2511.7408333333337,19.10875,4.458333333333333
Islamabad,2024-10-29,23.6,18.0,20.2,24.8,18.5,21.4,2024-10-29T06:25,2024-10-29T17:19,16.1,37.1,17,10.56,101.27,80.425,31.05125,68.31000000000002,46.15,17.653750000000002,2641.360416666667,13.363749999999998,4.291666666666667
Islamabad,2024-10-30,25.4,17.3,20.7,25.7,16.9,21.0,2024-10-30T06:26,2024-10-30T17:18,13.7,26.3,333,13.41,100.99041666666666,78.325,21.96083333333333,70.95083333333334,40.96916666666667,8.823749999999997,2453.3270833333336,16.209999999999994,4.333333333333333
Islamabad,2024-10-31,25.7,17.7,21.1,25.1,16.5,20.7,2024-10-31T06:27,2024-10-31T17:17,16.4,30.6,331,14.25,99.44041666666665,80.01625,12.84208333333333,67.51083333333334,46.35874999999999,7.6937500000000005,2133.4483333333333,17.70125,4.125
Islamabad,2024-11-01,26.5,16.9,21.5,25.5,15.4,21.0,2024-11-01T06:27,2024-11-01T17:16,11.7,23.4,335,13.99,219.41166666666666,180.45499999999996,68.77333333333335,149.42874999999998,36.41541666666667,23.84375,5091.905833333333,44.367916666666666,4.833333333333333
Islamabad,2024-11-02,26.3,17.2,22.4,26.0,15.6,22.1,2024-11-02T06:28,2024-11-02T17:15,9.6,20.2,356,13.78,219.29125000000008,182.10041666666666,41.684999999999995,124.59500000000004,39.45791666666667,28.739166666666666,4449.3675,36.76250000000001,5.0
Islamabad,2024-11-03,25.4,19.5,22.5,26.0,18.7,22.7,2024-11-03T06:29,2024-11-03T17:14,9.9,18.7,2,13.39,208.22749999999996,177.33041666666668,22.344166666666666,102.24666666666667,53.24666666666666,27.706666666666663,3414.0745833333335,30.75,5.0
Islamabad,2024-11-04,24.7,15.6,20.6,25.2,14.4,20.4,2024-11-04T06:30,2024-11-04T17:13,13.3,25.9,340,13.57,228.20041666666668,186.90166666666664,51.13333333333333,122.16833333333334,34.50958333333333,20.93,4344.22625,38.145833333333336,5.0
Islamabad,2024-11-05,26.1,18.0,22.0,27.2,17.7,22.5,2024-11-05T06:31,2024-11-05T17:12,11.7,21.6,105,12.87,293.56541666666664,243.98,68.26583333333333,159.35375000000002,35.223749999999995,47.30083333333334,5733.331666666666,46.01541666666666,5.0
Islamabad,2024-11-06,25.6,17.4,22.1,26.7,17.2,22.5,2024-11-06T06:32,2024-11-06T17:11,11.7,23.4,343,12.9,279.3020833333333,230.3904166666667,63.50833333333335,140.91750000000002,31.538333333333338,28.55,5083.560833333334,42.43541666666667,5.0
Islamabad,2024-11-07,26.1,18.2,22.5,28.5,18.2,23.7,2024-11-07T06:33,2024-11-07T17:10,10.0,15.1,115,12.6,367.7591666666667,301.76,63.82999999999999,149.49916666666664,34.55708333333334,47.018333333333324,5754.47,46.92208333333334,5.0
Islamabad,2024-11-08,25.5,20.1,22.5,27.4,21.3,24.5,2024-11-08T06:34,2024-11-08T17:10,8.8,18.7,345,12.27,365.9329166666667,305.38416666666666,66.0975,122.22583333333337,30.876666666666665,28.987083333333334,5037.944583333333,34.980000000000004,5.0
Islamabad,2024-11-09,25.2,19.7,22.1,27.1,20.7,24.0,2024-11-09T06:35,2024-11-09T17:09,8.1,16.6,316,12.15,285.2741666666667,231.58166666666668,61.37333333333333,111.29333333333336,25.899166666666662,25.75916666666667,4514.45625,41.04791666666667,5.0
Islamabad,2024-11-10,24.1,19.5,21.8,26.7,19.5,23.6,2024-11-10T06:36,2024-11-10T17:08,9.7,17.3,79,10.59,229.06958333333338,190.06541666666666,63.68,81.95458333333333,13.087083333333334,20.160833333333333,4244.08875,25.50583333333333,5.0
Islamabad,2024-11-11,22.5,15.1,18.3,23.6,15.3,18.9,2024-11-11T06:36,2024-11-11T17:08,13.7,39.2,26,9.76,178.84833333333336,146.66083333333333,101.68708333333336,88.35208333333334,5.229166666666667,30.289583333333326,5000.114583333333,24.006249999999998,4.958333333333333
Islamabad,2024-11-12,23.6,13.7,18.2,23.0,12.9,17.8,2024-11-12T06:37,2024-11-12T17:07,20.8,39.2,339,12.01,135.69708333333335,107.52916666666668,43.164583333333326,75.22916666666667,27.443749999999998,10.908333333333333,3305.594166666667,17.582083333333333,4.583333333333333
Islamabad,2024-11-13,23.8,14.9,18.5,23.3,14.2,17.8,2024-11-13T06:38,2024-11-13T17:06,12.1,22.0,357,11.76,260.04499999999996,212.8545833333333,93.22541666666666,143.08875,20.445833333333333,33.91041666666667,5984.784166666667,45.77166666666667,5.0
Islamabad,2024-11-14,21.9,15.2,18.2,22.8,15.3,18.7,2024-11-14T06:39,2024-11-14T17:06,11.0,22.3,120,10.5,197.21749999999994,156.86708333333334,91.49541666666669,107.33083333333333,16.60541666666667,21.820000000000004,5104.700833333333,21.138333333333332,5.0
Islamabad,2024-11-15,21.2,14.0,17.0,21.1,12.3,16.4,2024-11-15T06:40,2024-11-15T17:05,20.2,40.7,4,9.67,104.44,82.76,43.16541666666666,84.03875000000001,16.131666666666664,11.294166666666667,3126.461666666666,6.6504166666666675,4.458333333333333
Islamabad,2024-11-16,21.2,11.4,15.8,20.1,10.8,15.3,2024-11-16T06:41,2024-11-16T17:04,7.3,18.7,335,11.76,105.84916666666669,81.52125,58.438333333333325,95.49916666666667,24.224166666666665,13.178333333333333,3486.117083333333,18.194583333333334,4.291666666666667
Islamabad,2024-11-17,21.3,11.7,16.1,19.3,9.9,14.3,2024-11-17T06:42,2024-11-17T17:04,12.1,27.4,329,12.15,101.44541666666665,81.54416666666667,17.34041666666667,73.95041666666667,35.547083333333326,7.016249999999999,2384.3458333333333,15.945833333333335,4.291666666666667
Islamabad,2024-11-18,21.2,12.4,16.1,19.1,10.5,14.3,2024-11-18T06:43,2024-11-18T17:03,11.0,24.5,330,11.74,203.98291666666668,169.25374999999997,52.084583333333335,118.93958333333335,29.283333333333335,15.232916666666668,4229.624999999999,30.68916666666667,4.875
Islamabad,2024-11-19,21.3,11.9,16.4,19.3,9.5,14.6,2024-11-19T06:44,2024-11-19T17:03,8.5,20.9,329,12.07,252.22166666666666,212.7704166666667,55.87291666666667,137.4904166666667,33.60583333333334,19.3675,4794.279583333333,39.20708333333334,5.0
Islamabad,2024-11-20,21.1,11.1,15.7,18.9,8.4,13.7,2024-11-20T06:45,2024-11-20T17:02,9.6,22.3,343,12.0,291.18333333333334,243.58625000000004,75.80208333333333,161.52416666666667,30.456666666666663,26.14625,5857.944583333334,44.31541666666667,5.0
Islamabad,2024-11-21,21.2,14.3,16.8,19.4,12.1,15.3,2024-11-21T06:46,2024-11-21T17:02,9.2,22.0,341,11.59,302.2254166666667,251.49125,88.695,163.22458333333336,28.9875,30.944583333333338,6193.399583333332,52.269166666666656,5.0
Islamabad,2024-11-22,22.1,13.3,17.0,21.5,12.1,16.0,2024-11-22T06:47,2024-11-22T17:02,9.6,18.4,113,11.28,316.19,253.44375,93.71791666666668,158.16875,22.54375,63.682083333333345,6088.256666666667,35.63916666666666,5.0
Islamabad,2024-11-23,20.0,13.0,16.2,19.6,12.5,15.6,2024-11-23T06:48,2024-11-23T17:01,11.3,21.6,62,8.89,142.37166666666667,112.88041666666668,40.39333333333334,84.42541666666666,30.794583333333332,13.571666666666664,3292.2429166666666,14.09666666666667,4.416666666666667
Islamabad,2024-11-24,20.3,12.1,15.5,18.4,11.0,14.3,2024-11-24T06:49,2024-11-24T17:01,13.0,25.2,356,11.1,89.08750000000002,68.51500000000001,19.29833333333333,64.13291666666666,43.1525,9.564583333333333,2148.46875,16.192916666666665,4.041666666666667
Islamabad,2024-11-25,20.7,11.1,15.5,19.0,9.3,13.9,2024-11-25T06:50,2024-11-25T17:01,10.0,23.8,336,11.32,151.91375,121.86999999999999,25.625833333333333,93.61374999999998,36.128750000000004,10.754999999999997,2989.0541666666663,18.071249999999996,4.708333333333333
Islamabad,2024-11-26,21.1,11.7,15.8,19.5,9.5,13.8,2024-11-26T06:50,2024-11-26T17:00,7.8,19.8,339,11.35,203.635,166.99124999999995,65.13916666666667,117.34125000000002,24.61916666666667,15.150416666666665,4444.360416666666,26.0025,5.0
Islamabad,2024-11-27,20.8,10.1,15.1,19.1,6.9,13.0,2024-11-27T06:51,2024-11-27T17:00,7.6,16.2,333,11.48,270.825,225.95124999999996,97.19250000000001,176.38916666666668,23.276666666666667,43.16374999999999,6363.630416666666,50.72708333333333,5.0
Islamabad,2024-11-28,21.2,10.6,15.5,19.1,8.2,13.4,2024-11-28T06:52,2024-11-28T17:00,6.0,15.1,334,11.1,266.8425,223.55666666666664,111.70291666666664,161.79625000000001,18.939583333333335,31.539999999999996,6455.4208333333345,44.014166666666675,5.0
Islamabad,2024-11-29,20.5,11.7,15.2,18.6,9.7,13.3,2024-11-29T06:53,2024-11-29T17:00,14.7,28.4,332,7.44,195.5979166666667,165.96625000000003,45.307916666666664,91.92291666666667,27.25458333333333,18.519166666666667,3648.8374999999996,24.357916666666668,4.875
Islamabad,2024-11-30,19.4,10.5,14.4,17.7,8.6,12.7,2024-11-30T06:54,2024-11-30T16:59,9.1,22.3,323,10.59,157.39958333333337,131.70541666666665,36.32124999999999,106.89458333333333,30.760833333333327,12.086666666666668,3500.3029166666656,20.463333333333335,4.875
Islamabad,2024-12-01,20.2,10.5,14.7,19.1,8.6,13.3,2024-12-01T06:55,2024-12-01T16:59,6.9,15.8,326,10.67,185.50375,152.44833333333335,36.091666666666654,95.09250000000002,25.960833333333337,15.768333333333336,3409.6245833333323,24.804583333333337,4.833333333333333
Islamabad,2024-12-02,19.9,10.3,14.2,18.6,8.0,12.5,2024-12-02T06:56,2024-12-02T16:59,12.9,25.9,327,10.55,173.04708333333335,136.71249999999995,41.77875000000001,81.28416666666668,34.335833333333326,17.36916666666667,3354.5500000000006,26.017916666666665,4.708333333333333
Islamabad,2024-12-03,19.8,9.0,13.9,16.5,6.6,11.6,2024-12-03T06:56,2024-12-03T16:59,15.4,32.8,335,10.64,111.01458333333333,84.36625,19.746250000000003,65.01833333333333,39.79374999999999,9.510416666666666,2253.0550000000003,15.113333333333335,4.458333333333333
Islamabad,2024-12-04,18.6,9.7,13.6,15.2,6.5,10.6,2024-12-04T06:57,2024-12-04T16:59,14.8,31.7,330,11.07,141.69916666666668,113.33875,5.959583333333334,73.08624999999999,50.16208333333333,10.932916666666669,2189.914166666667,18.35625,4.333333333333333
Islamabad,2024-12-05,19.2,9.7,13.7,16.6,7.5,11.5,2024-12-05T06:58,2024-12-05T16:59,9.0,20.9,328,10.97,322.6758333333333,272.03166666666664,68.63208333333334,143.2175,31.84041666666667,25.57916666666667,5449.613333333334,48.02583333333334,5.0
Islamabad,2024-12-06,17.7,7.8,13.0,14.4,4.2,10.1,2024-12-06T06:59,2024-12-06T16:59,12.6,27.7,329,11.1,278.7570833333333,239.02874999999995,39.32833333333333,125.62458333333335,35.75375,20.76666666666667,4358.132083333333,37.8025,5.0
Islamabad,2024-12-07,18.7,8.5,13.0,15.3,5.6,9.9,2024-12-07T07:00,2024-12-07T16:59,13.6,25.2,103,11.04,286.1720833333333,243.83916666666667,34.551249999999996,127.00249999999994,45.72875,31.329583333333336,4340.33125,40.12541666666666,5.0
Islamabad,2024-12-08,13.1,7.7,11.0,10.6,5.3,8.3,2024-12-08T07:00,2024-12-08T16:59,14.2,36.7,70,5.25,180.38041666666663,158.42458333333332,16.565,68.95250000000001,57.124583333333334,10.642083333333334,2631.3470833333336,13.911250000000003,5.0
Islamabad,2024-12-09,15.6,5.9,10.3,12.1,2.6,6.7,2024-12-09T07:01,2024-12-09T17:00,14.2,28.1,352,10.9,159.84500000000003,130.15791666666667,57.598333333333336,83.53333333333333,29.818750000000005,13.014166666666666,3680.270000000001,26.844583333333322,4.625
Islamabad,2024-12-10,15.3,4.9,10.2,11.4,1.0,6.6,2024-12-10T07:02,2024-12-10T17:00,11.6,26.3,334,10.63,188.56833333333336,154.95000000000002,39.77583333333333,97.05666666666667,28.72458333333333,13.580416666666665,3543.695,29.362499999999997,4.625
Islamabad,2024-12-11,15.3,6.5,10.3,12.2,3.2,7.3,2024-12-11T07:03,2024-12-11T17:00,8.3,19.4,319,10.39,259.22,215.20708333333334,72.32833333333333,126.45249999999999,20.774583333333332,23.81124999999999,4948.934166666666,41.895833333333336,4.916666666666667
Islamabad,2024-12-12,15.8,5.8,9.9,12.9,3.4,7.3,2024-12-12T07:03,2024-12-12T17:00,6.4,17.3,333,10.46,231.77041666666673,189.17541666666668,77.71249999999999,118.92833333333336,20.152916666666666,17.180416666666662,4881.3412499999995,32.88541666666666,4.75
Islamabad,2024-12-13,15.7,5.1,10.5,11.2,1.5,6.7,2024-12-13T07:04,2024-12-13T17:00,16.3,34.9,333,10.78,113.41124999999998,93.26541666666668,7.117083333333333,52.78666666666666,65.25708333333334,8.92125,1792.9866666666674,14.764583333333329,4.541666666666667
Islamabad,2024-12-14,16.4,5.9,11.1,12.8,2.2,7.7,2024-12-14T07:05,2024-12-14T17:01,12.5,27.4,329,9.31,176.4716666666667,145.30416666666665,41.955416666666665,108.23000000000002,25.490416666666665,15.629583333333331,3634.9300000000007,38.45291666666666,4.833333333333333
Islamabad,2024-12-15,18.4,8.2,12.4,16.2,5.0,9.7,2024-12-15T07:05,2024-12-15T17:01,5.5,13.3,5,9.14,296.87749999999994,248.26250000000005,66.67833333333333,165.13833333333332,15.167499999999999,33.48791666666666,5481.879166666667,68.365,5.0
Islamabad,2024-12-16,16.8,6.7,11.5,13.9,3.7,8.8,2024-12-16T07:06,2024-12-16T17:01,8.8,21.2,325,10.71,347.41041666666666,290.45958333333334,87.45125,149.315,22.064166666666665,30.830000000000002,6127.199583333334,52.89041666666666,5.0
Islamabad,2024-12-17,16.8,7.5,11.8,14.1,4.7,9.1,2024-12-17T07:07,2024-12-17T17:02,7.7,19.8,326,10.55,334.1516666666667,279.1616666666667,92.49541666666669,152.31333333333333,18.07708333333333,36.38833333333334,5988.119999999999,59.921666666666674,5.0
Islamabad,2024-12-18,15.7,8.3,11.0,13.0,4.9,8.3,2024-12-18T07:07,2024-12-18T17:02,7.0,16.6,335,7.13,302.8125,246.56708333333327,132.4525,150.51416666666668,6.287083333333334,28.897916666666674,6567.795833333334,61.25083333333333,5.0
Islamabad,2024-12-19,17.6,6.3,11.2,13.9,2.5,8.0,2024-12-19T07:08,2024-12-19T17:02,12.5,27.0,98,10.6,281.2416666666667,229.2558333333333,77.77250000000001,130.86416666666668,22.215,26.722916666666666,5249.342499999999,57.572916666666664,5.0
Islamabad,2024-12-20,16.3,7.2,10.6,13.4,4.3,8.1,2024-12-20T07:08,2024-12-20T17:03,8.4,20.2,330,10.5,318.93041666666664,268.29916666666674,87.88041666666668,140.68875000000003,16.1525,25.09833333333333,5590.915416666667,46.504999999999995,5.0
Islamabad,2024-12-21,15.7,5.5,10.5,12.9,2.0,7.8,2024-12-21T07:09,2024-12-21T17:03,6.2,16.9,340,9.72,281.7708333333333,234.65250000000003,77.9775,144.345,19.14333333333333,27.209166666666665,5440.712083333335,56.95416666666667,5.0
Islamabad,2024-12-22,16.3,7.9,11.7,14.5,5.6,9.5,2024-12-22T07:09,2024-12-22T17:04,9.4,18.7,85,8.42,323.6825,275.17375,68.46166666666666,149.34291666666667,13.595833333333333,33.66416666666667,5437.373333333334,52.13166666666666,5.0
Islamabad,2024-12-23,16.5,8.6,11.7,13.1,6.8,9.3,2024-12-23T07:10,2024-12-23T17:04,13.2,29.2,105,9.49,242.8420833333333,205.08291666666665,80.30625,100.77541666666667,23.267083333333332,14.650833333333331,4807.074166666667,26.679166666666664,4.916666666666667
Islamabad,2024-12-24,15.6,5.8,10.4,12.5,3.1,7.8,2024-12-24T07:10,2024-12-24T17:05,12.0,27.0,339,10.32,295.21000000000004,259.63,37.40041666666666,97.62083333333332,31.672500000000003,11.186666666666667,3782.3516666666674,18.435416666666665,5.0
Islamabad,2024-12-25,16.3,7.6,10.6,13.2,4.8,7.9,2024-12-25T07:11,2024-12-25T17:06,11.6,25.9,329,10.6,272.8570833333334,232.35708333333332,47.269583333333344,107.44541666666669,29.815416666666664,15.441666666666668,4074.97125,33.349166666666676,5.0
Islamabad,2024-12-26,17.4,7.7,11.6,15.0,4.4,9.0,2024-12-26T07:11,2024-12-26T17:06,6.7,16.2,330,10.54,321.0,270.22208333333333,119.15833333333332,165.19500000000002,17.780416666666667,42.61291666666666,6794.7699999999995,68.52833333333332,5.0
Islamabad,2024-12-27,16.1,8.8,11.6,14.2,6.3,9.4,2024-12-27T07:11,2024-12-27T17:07,10.5,21.2,71,9.33,284.72916666666663,244.47625000000008,64.56041666666665,147.43041666666667,14.817083333333338,41.367916666666666,5235.99,53.02416666666667,5.0
Islamabad,2024-12-28,16.2,7.2,11.3,14.7,5.0,9.6,2024-12-28T07:12,2024-12-28T17:08,6.6,15.5,67,10.32,206.92333333333337,170.5683333333333,63.95625000000001,115.6133333333333,22.223333333333333,29.136666666666667,4511.117916666667,40.86541666666667,4.916666666666667
